,YEAR,MONTH,DAY,SEASON,TEMP,DEWP,SLP,STP,VISIB,WDSP,MXSPD,GUST,MAX,MIN,PRCP,SNDP
4286,2011,9,26,3,75.1,67.8,1015.0,999.5,9.9,3.8,15.9,21.0,84.9,68.0,0.0,0.0
4287,2011,9,27,3,77.9,69.9,1012.5,997.3,9.9,5.8,11.1,15.0,87.1,68.0,0.0,0.0
4288,2011,9,28,3,75.6,67.2,1010.8,995.7,9.0,4.8,8.9,14.0,87.1,68.0,0.78,0.0
4289,2011,9,29,3,72.8,61.2,1009.1,993.8,9.7,4.1,9.9,18.1,84.0,64.0,0.0,0.0
4290,2011,9,30,3,68.4,58.4,1007.5,992.0,10.0,2.2,7.0,0.0,84.0,57.9,0.0,0.0
4291,2011,10,1,3,58.2,42.0,1009.6,994.0,10.0,5.1,12.0,15.9,64.0,51.1,0.16,0.0
4292,2011,10,2,3,53.1,37.2,1014.3,998.6,10.0,5.6,9.9,22.0,64.0,46.0,0.0,0.0
4293,2011,10,3,3,53.8,40.4,1017.7,1.9,10.0,3.5,8.9,19.0,68.0,42.1,0.0,0.0
4294,2011,10,4,3,57.5,44.3,1021.8,6.0,10.0,2.3,8.0,0.0,72.0,42.1,0.0,0.0
4295,2011,10,5,3,61.6,48.9,1023.2,7.5,10.0,1.0,5.1,0.0,77.0,44.1,0.0,0.0
4296,2011,10,6,3,61.7,50.7,1025.4,9.7,9.9,3.2,8.9,0.0,77.0,48.9,0.0,0.0
4297,2011,10,7,3,60.3,47.9,1028.9,13.1,9.8,3.5,8.9,15.0,75.0,45.0,0.0,0.0
4298,2011,10,8,3,59.5,48.0,1031.2,15.3,10.0,4.0,11.1,14.0,73.9,45.0,0.0,0.0
4299,2011,10,9,3,62.3,51.9,1029.3,13.5,10.0,5.2,12.0,0.0,77.0,46.0,0.0,0.0
4300,2011,10,10,3,64.8,53.0,1023.9,8.2,10.0,5.7,8.9,18.1,77.0,52.0,0.0,0.0
4301,2011,10,11,3,64.7,58.1,1017.8,2.2,8.6,6.6,15.9,20.0,75.0,55.9,0.04,0.0
4302,2011,10,12,3,67.7,63.3,1011.3,995.6,7.0,5.2,8.9,15.0,78.1,62.1,0.32,0.0
4303,2011,10,13,3,72.7,66.1,1005.4,990.4,8.4,5.5,13.0,18.1,80.1,64.0,0.05,0.0
4304,2011,10,14,3,67.1,53.2,1003.6,988.1,10.0,9.6,15.9,28.0,80.1,61.0,0.0,0.0
4305,2011,10,15,3,60.2,42.4,1011.9,996.3,10.0,4.0,12.0,19.0,73.9,46.9,0.0,0.0
4306,2011,10,16,3,60.4,41.4,1017.4,1.7,10.0,3.4,11.1,17.1,77.0,44.1,0.0,0.0
4307,2011,10,17,3,68.8,49.1,1012.8,997.3,10.0,8.7,14.0,19.0,84.9,44.1,0.0,0.0
4308,2011,10,18,3,70.5,54.9,1010.0,994.6,10.0,6.2,11.1,17.1,84.9,55.0,0.0,0.0
4309,2011,10,19,3,64.5,61.9,999.7,984.1,5.2,6.2,11.1,18.1,82.9,59.0,1.56,0.0
4310,2011,10,20,3,54.3,44.4,1004.6,987.8,10.0,14.5,21.0,29.9,68.0,46.0,0.32,0.0
4311,2011,10,21,3,52.4,42.2,1016.0,0.1,10.0,3.1,7.0,0.0,66.0,41.0,0.0,0.0
4312,2011,10,22,3,53.1,43.5,1019.5,3.6,10.0,1.8,6.0,0.0,66.9,41.0,0.0,0.0
4313,2011,10,23,3,52.3,43.2,1019.8,3.9,10.0,1.4,6.0,0.0,69.1,39.9,0.0,0.0
4314,2011,10,24,3,55.5,46.6,1019.0,3.2,10.0,1.1,6.0,0.0,72.0,39.9,0.0,0.0
4315,2011,10,25,3,57.4,45.0,1021.6,5.8,10.0,1.1,6.0,0.0,72.0,43.0,0.0,0.0
4316,2011,10,26,3,58.3,46.9,1018.5,2.7,10.0,5.2,15.9,20.0,75.9,45.0,0.0,0.0
4317,2011,10,27,3,63.4,50.1,1010.6,995.1,10.0,9.2,15.9,19.0,77.0,45.0,0.0,0.0
4318,2011,10,28,3,54.6,41.2,1016.7,1.1,8.7,8.0,13.0,21.0,77.0,43.0,0.0,0.0
4319,2011,10,29,3,44.2,39.0,1015.7,999.3,5.9,5.8,9.9,21.0,53.1,39.2,0.76,0.0
4320,2011,10,30,3,42.8,31.5,1023.3,7.2,10.0,2.3,7.0,14.0,57.9,30.0,0.19,0.0
4321,2011,10,31,3,44.4,35.6,1026.1,10.0,9.2,3.0,6.0,0.0,57.9,30.2,0.0,0.0
4322,2011,11,1,3,47.3,40.1,1024.8,8.6,9.6,2.6,8.9,17.1,61.0,34.0,0.27,0.0
4323,2011,11,2,3,47.0,37.8,1028.4,12.3,8.7,0.6,5.1,0.0,64.0,34.0,0.0,0.0
4324,2011,11,3,3,49.7,38.1,1022.4,6.4,10.0,2.7,8.9,0.0,66.9,34.0,0.0,0.0
4325,2011,11,4,3,53.2,47.4,1011.0,995.1,7.6,7.7,13.0,22.0,66.9,36.0,1.5,0.0
4326,2011,11,5,3,47.7,32.9,1024.3,7.9,9.9,8.8,14.0,22.9,55.0,37.9,0.1,0.0
4327,2011,11,6,3,50.2,39.3,1030.6,14.5,10.0,4.0,8.0,0.0,64.9,37.9,0.0,0.0
4328,2011,11,7,3,52.6,43.9,1028.6,12.6,10.0,0.7,6.0,0.0,71.1,37.9,0.0,0.0
4329,2011,11,8,3,53.2,44.3,1025.0,9.2,10.0,0.5,6.0,0.0,71.1,37.9,0.0,0.0
4330,2011,11,9,3,51.9,45.4,1020.5,5.0,7.2,0.1,2.9,0.0,71.1,39.0,0.0,0.0
4331,2011,11,10,3,53.8,48.3,1012.7,997.0,9.5,2.2,8.0,18.1,71.1,39.0,0.0,0.0
4332,2011,11,11,3,44.9,26.5,1016.1,0.2,10.0,5.8,11.1,19.0,66.9,33.1,0.01,0.0
4333,2011,11,12,3,45.5,27.9,1023.7,7.7,10.0,4.4,13.0,17.1,64.9,32.0,0.0,0.0
4334,2011,11,13,3,53.0,31.0,1023.7,7.7,10.0,8.5,17.1,22.0,66.9,32.0,0.0,0.0
4335,2011,11,14,3,63.3,49.7,1019.3,3.6,10.0,10.9,18.1,22.9,75.9,55.9,0.0,0.0
4336,2011,11,15,3,68.2,53.8,1015.2,999.7,10.0,9.5,15.0,22.0,78.1,55.9,0.0,0.0
4337,2011,11,16,3,70.5,62.1,1011.9,996.5,9.2,9.2,14.0,22.9,79.0,62.1,0.0,0.0
4338,2011,11,17,3,55.9,48.9,1012.7,996.7,7.8,8.2,15.0,22.0,79.0,44.1,0.07,0.0
4339,2011,11,18,3,38.8,21.2,1029.6,13.4,10.0,2.1,7.0,18.1,60.1,27.0,0.47,0.0
4340,2011,11,19,3,41.6,28.2,1031.1,14.8,10.0,1.1,5.1,0.0,63.0,27.0,0.0,0.0
4341,2011,11,20,3,57.0,47.2,1026.8,10.9,10.0,4.0,14.0,21.0,73.9,46.0,0.0,0.0
4342,2011,11,21,3,65.8,57.9,1022.9,7.2,9.0,5.3,8.9,0.0,77.0,46.0,0.0,0.0
4343,2011,11,22,3,66.6,59.3,1020.5,5.1,7.1,3.9,9.9,0.0,77.0,60.1,0.0,0.0
4344,2011,11,23,3,66.5,55.1,1011.4,995.2,9.7,11.3,18.1,28.0,77.0,54.0,0.18,0.0
4345,2011,11,24,3,51.7,31.3,1023.2,7.8,10.0,2.5,9.9,19.0,73.9,37.9,0.0,0.0
4346,2011,11,25,3,49.0,33.2,1027.1,11.1,10.0,2.3,8.9,0.0,70.0,35.1,0.0,0.0
4347,2011,11,26,3,52.9,36.9,1026.0,10.1,10.0,4.7,12.0,15.0,70.0,35.1,0.0,0.0
4348,2011,11,27,3,61.6,48.1,1022.7,6.9,10.0,5.9,14.0,20.0,75.0,39.0,0.0,0.0
4349,2011,11,28,3,63.9,53.7,1017.4,1.8,9.0,7.0,9.9,15.9,75.0,51.1,0.0,0.0
4350,2011,11,29,3,56.1,48.1,1010.0,994.5,8.9,10.5,22.9,32.1,71.1,45.0,0.9,0.0
4351,2011,11,30,3,43.0,33.3,1012.7,996.8,10.0,7.8,14.0,20.0,66.9,34.0,0.09,0.0
4352,2011,12,1,3,42.5,26.4,1023.4,7.3,10.0,1.4,5.1,0.0,55.9,28.9,0.0,0.0
4353,2011,12,2,3,42.6,29.1,1028.7,12.5,10.0,1.4,7.0,0.0,64.0,28.9,0.0,0.0
4354,2011,12,3,3,45.1,30.4,1034.1,17.9,10.0,3.6,9.9,15.0,64.0,29.1,0.0,0.0
4355,2011,12,4,3,46.2,35.1,1032.9,16.7,9.6,1.1,4.1,0.0,64.0,30.9,0.0,0.0
4356,2011,12,5,3,55.8,46.8,1026.3,10.4,10.0,2.6,8.9,0.0,71.1,31.1,0.0,0.0
4357,2011,12,6,3,64.4,57.1,1020.2,4.6,9.9,6.2,9.9,0.0,72.0,46.9,0.0,0.0
4358,2011,12,7,3,66.1,58.8,1010.4,994.8,9.3,10.9,22.9,35.9,72.0,57.9,0.0,0.0
4359,2011,12,8,3,44.5,28.8,1020.1,3.3,9.9,4.9,17.1,28.9,70.0,36.0,0.54,0.0
4360,2011,12,9,3,41.1,31.0,1026.1,9.9,10.0,0.7,5.1,0.0,55.4,33.1,0.0,0.0
4361,2011,12,10,3,44.5,32.5,1026.0,10.0,10.0,2.0,8.0,18.1,55.0,32.0,0.0,0.0
4362,2011,12,11,3,38.7,21.1,1034.1,17.8,10.0,5.4,12.0,18.1,53.1,30.0,0.0,0.0
4363,2011,12,12,3,37.4,26.6,1034.0,17.8,10.0,3.5,6.0,0.0,48.0,30.2,0.0,0.0
4364,2011,12,13,3,42.9,32.6,1030.8,14.5,10.0,0.2,2.9,0.0,63.0,30.9,0.0,0.0
4365,2011,12,14,3,48.3,32.6,1029.0,12.9,10.0,1.0,5.1,0.0,63.0,31.1,0.0,0.0
4366,2011,12,15,3,53.5,40.0,1024.5,8.6,10.0,6.7,15.9,26.0,68.0,39.0,0.0,0.0
4367,2011,12,16,3,59.0,49.5,1019.7,3.9,10.0,6.0,8.9,0.0,68.0,43.0,0.0,0.0
4368,2011,12,17,3,44.3,37.5,1022.0,6.0,6.9,4.6,9.9,0.0,48.9,39.0,0.62,0.0
4369,2011,12,18,3,37.0,26.3,1025.1,8.9,9.4,1.6,8.0,15.9,48.9,27.0,0.09,0.0
4370,2011,12,19,3,39.9,25.7,1026.7,10.5,10.0,4.7,15.9,20.0,57.9,27.1,0.0,0.0
4371,2011,12,20,3,49.1,36.9,1022.7,6.7,10.0,5.0,8.9,0.0,62.1,28.2,0.0,0.0
4372,2011,12,21,3,59.3,55.3,1018.7,2.9,8.2,7.0,17.1,22.0,64.9,55.0,0.03,0.0
4373,2011,12,22,0,64.1,59.2,1017.2,1.6,9.5,6.8,16.9,22.0,68.0,55.0,0.22,0.0
4374,2011,12,23,0,63.1,49.3,1016.3,0.7,10.0,9.1,18.1,25.1,68.0,54.0,0.08,0.0
4375,2011,12,24,0,45.7,32.3,1027.2,11.2,10.0,1.5,6.0,0.0,68.0,36.0,0.0,0.0
4376,2011,12,25,0,43.1,34.3,1027.9,11.8,9.7,3.1,12.0,0.0,52.0,34.0,0.0,0.0
4377,2011,12,26,0,44.6,30.6,1024.4,8.3,10.0,3.7,8.9,15.0,54.0,34.0,0.0,0.0
4378,2011,12,27,0,47.4,37.9,1015.2,999.2,8.7,8.3,20.0,31.1,64.4,39.0,0.0,0.0
4379,2011,12,28,0,47.6,29.7,1009.9,994.2,10.0,8.0,12.0,25.1,64.0,37.9,0.56,0.0
4380,2011,12,29,0,41.2,26.4,1017.7,1.8,10.0,3.5,12.0,17.1,55.9,26.1,0.0,0.0
4381,2011,12,30,0,47.3,32.3,1017.2,1.3,10.0,6.3,12.0,21.0,62.1,27.1,0.0,0.0
4382,2011,12,31,0,57.6,41.1,1015.1,999.1,10.0,8.3,13.0,21.0,64.9,37.0,0.0,0.0
4383,2012,1,1,0,49.7,36.9,1018.6,2.7,10.0,5.2,17.1,22.0,68.0,35.1,0.0,0.0
4384,2012,1,2,0,48.7,22.6,1014.8,999.0,10.0,7.3,11.1,22.9,68.0,35.1,0.01,0.0
4385,2012,1,3,0,31.3,7.8,1019.2,3.0,10.0,8.9,15.9,28.0,51.1,25.0,0.0,0.0
4386,2012,1,4,0,29.2,8.2,1026.1,9.6,10.0,4.6,12.0,15.9,44.1,19.0,0.0,0.0
4387,2012,1,5,0,39.9,17.2,1018.4,2.3,10.0,4.3,9.9,0.0,55.0,19.0,0.0,0.0
4388,2012,1,6,0,47.2,26.6,1017.6,1.7,10.0,3.9,8.9,0.0,66.0,30.2,0.0,0.0
4389,2012,1,7,0,52.3,33.7,1014.8,999.0,10.0,6.3,8.9,0.0,72.0,33.1,0.0,0.0
4390,2012,1,8,0,55.1,38.3,1020.7,4.9,10.0,2.9,8.9,0.0,72.0,39.0,0.0,0.0
4391,2012,1,9,0,45.8,40.6,1023.0,7.4,5.9,4.0,8.0,0.0,53.1,42.8,0.23,0.0
4392,2012,1,10,0,47.3,41.1,1018.3,2.5,5.9,1.3,4.1,18.1,55.9,43.0,0.07,0.0
4393,2012,1,11,0,48.5,42.8,1013.1,996.9,7.8,4.9,14.0,19.0,55.9,43.0,0.0,0.0
4394,2012,1,12,0,52.6,47.0,1002.1,986.3,9.5,10.2,18.1,25.1,60.8,45.0,0.61,0.0
4395,2012,1,13,0,44.4,26.4,1007.4,991.6,10.0,12.2,21.0,35.9,59.0,33.1,0.0,0.0
4396,2012,1,14,0,34.8,16.8,1019.7,3.5,10.0,5.3,9.9,19.0,55.0,23.0,0.0,0.0
4397,2012,1,15,0,36.8,21.9,1025.1,8.9,10.0,3.2,9.9,15.9,46.0,24.3,0.0,0.0
4398,2012,1,16,0,35.7,19.3,1034.1,17.7,10.0,4.3,9.9,0.0,46.9,27.0,0.0,0.0
4399,2012,1,17,0,50.5,38.3,1023.1,7.1,10.0,10.9,22.0,28.0,64.9,27.1,0.0,0.0
4400,2012,1,18,0,52.1,38.4,1015.1,998.9,9.4,8.9,20.0,28.0,64.9,42.1,0.21,0.0
4401,2012,1,19,0,38.0,19.2,1020.9,4.7,10.0,5.1,9.9,14.0,57.0,27.0,0.11,0.0
4402,2012,1,20,0,44.5,31.7,1019.8,3.7,10.0,4.2,8.0,0.0,57.0,27.1,0.0,0.0
4403,2012,1,21,0,51.0,48.7,1015.6,999.9,4.4,5.2,14.0,19.0,57.9,35.1,0.31,0.0
4404,2012,1,22,0,36.7,33.0,1024.9,8.8,7.2,8.2,13.0,19.0,57.9,32.0,0.3,0.0
4405,2012,1,23,0,39.9,37.8,1022.9,7.0,1.8,3.4,7.0,0.0,50.0,33.1,0.0,0.0
4406,2012,1,24,0,53.5,48.8,1018.7,2.7,3.7,4.5,7.0,0.0,64.0,36.0,0.0,0.0
4407,2012,1,25,0,47.7,37.7,1024.3,8.4,9.1,1.6,5.1,0.0,64.0,34.0,0.0,0.0
4408,2012,1,26,0,51.3,44.0,1019.7,3.8,9.0,3.2,13.0,0.0,69.1,34.0,0.0,0.0
4409,2012,1,27,0,64.3,54.2,1006.8,990.9,9.6,11.7,24.1,35.0,69.1,57.9,0.11,0.0
4410,2012,1,28,0,47.8,33.6,1017.5,1.9,10.0,3.2,12.0,15.0,69.1,32.0,0.11,0.0
4411,2012,1,29,0,46.2,19.0,1024.7,8.8,10.0,4.7,11.1,18.1,62.1,32.0,0.0,0.0
4412,2012,1,30,0,42.7,20.7,1027.1,10.9,10.0,4.2,11.1,0.0,60.1,28.0,0.0,0.0
4413,2012,1,31,0,49.7,26.6,1027.5,11.4,10.0,7.6,15.9,0.0,68.0,28.2,0.0,0.0
4414,2012,2,1,0,56.3,36.2,1023.0,7.1,10.0,8.4,13.0,22.0,70.0,36.0,0.0,0.0
4415,2012,2,2,0,60.1,47.9,1017.7,2.1,9.7,5.8,13.0,15.9,70.0,48.0,0.02,0.0
4416,2012,2,3,0,49.3,29.0,1030.6,12.9,10.0,3.2,8.9,0.0,61.0,34.0,0.0,0.0
4417,2012,2,4,0,45.8,36.8,1026.5,9.9,8.8,3.5,11.1,0.0,57.9,36.0,0.0,0.0
4418,2012,2,5,0,45.8,43.3,1017.9,2.1,4.8,4.6,11.1,15.0,55.0,39.9,0.37,0.0
4419,2012,2,6,0,38.4,32.5,1024.3,8.1,7.9,0.7,8.9,15.0,50.0,30.9,0.01,0.0
4420,2012,2,7,0,45.0,33.0,1020.9,4.9,10.0,1.0,5.1,0.0,57.0,31.1,0.0,0.0
4421,2012,2,8,0,40.3,33.1,1021.2,5.1,9.7,1.7,5.1,0.0,57.0,28.9,0.0,0.0
4422,2012,2,9,0,39.9,28.3,1023.3,7.1,10.0,1.1,4.1,0.0,51.1,28.0,0.0,0.0
4423,2012,2,10,0,39.8,30.8,1021.3,5.2,10.0,2.9,8.0,18.1,51.1,28.2,0.0,0.0
4424,2012,2,11,0,44.4,31.5,1009.8,994.0,9.4,4.4,15.0,27.0,50.0,29.1,0.0,0.0
4425,2012,2,12,0,29.3,4.2,1019.8,3.5,10.0,9.1,15.0,28.0,48.0,21.0,0.0,0.0
4426,2012,2,13,0,35.3,13.7,1023.2,6.9,10.0,2.6,9.9,15.0,52.0,21.0,0.0,0.0
4427,2012,2,14,0,46.8,24.9,1019.2,3.1,10.0,7.4,14.0,20.0,57.9,41.0,0.0,0.0
4428,2012,2,15,0,51.5,35.1,1021.4,5.3,10.0,4.2,8.9,0.0,64.0,39.0,0.0,0.0
4429,2012,2,16,0,49.5,38.0,1022.9,6.5,8.4,4.0,11.1,17.1,64.0,41.0,0.0,0.0
4430,2012,2,17,0,52.7,44.1,1017.7,1.7,5.9,2.3,7.0,0.0,63.0,42.1,0.25,0.0
4431,2012,2,18,0,51.5,34.2,1018.5,2.7,10.0,2.3,8.9,0.0,64.9,39.9,0.0,0.0
4432,2012,2,19,0,46.1,38.3,1013.3,997.2,7.7,6.8,17.1,25.1,64.9,36.0,0.02,0.0
4433,2012,2,20,0,38.6,29.9,1020.0,2.4,8.4,6.5,14.0,18.1,53.1,30.0,0.69,1.2
4434,2012,2,21,0,40.2,31.1,1024.9,8.8,10.0,4.3,14.0,15.9,57.9,28.0,0.0,1.2
4435,2012,2,22,0,53.3,42.6,1012.7,997.0,10.0,8.7,21.0,28.0,70.0,28.2,0.0,0.0
4436,2012,2,23,0,58.9,49.3,1003.6,988.1,9.8,7.6,14.0,38.1,73.9,41.0,0.2,0.0
4437,2012,2,24,0,68.8,57.7,1001.8,986.2,9.6,14.8,29.9,40.0,75.9,62.6,0.09,0.0
4438,2012,2,25,0,49.0,23.4,1013.8,998.1,10.0,11.4,21.0,32.1,63.0,41.0,0.0,0.0
4439,2012,2,26,0,39.8,17.6,1029.6,13.4,10.0,3.3,9.9,22.9,54.0,25.0,0.0,0.0
4440,2012,2,27,0,42.4,32.9,1030.5,14.3,6.5,1.5,6.0,0.0,54.0,26.2,0.0,0.0
4441,2012,2,28,0,52.5,41.4,1028.4,12.3,5.2,3.9,8.9,15.0,66.0,33.1,0.24,0.0
4442,2012,2,29,0,55.0,45.0,1021.8,6.1,9.0,5.8,19.0,22.9,71.1,41.0,0.0,0.0
4443,2012,3,1,0,69.3,56.0,1009.0,993.6,10.0,11.5,19.0,26.0,80.1,48.9,0.06,0.0
4444,2012,3,2,0,53.2,43.3,1012.2,996.8,7.9,3.9,9.9,15.0,80.1,44.1,0.01,0.0
4445,2012,3,3,0,59.5,56.1,1005.8,989.9,6.8,4.6,25.1,32.1,64.9,44.1,0.66,0.0
4446,2012,3,4,0,49.0,36.5,1007.0,991.3,9.7,4.3,13.0,24.1,64.9,43.0,0.26,0.0
4447,2012,3,5,0,42.8,23.2,1017.2,1.2,10.0,8.2,15.9,29.9,54.0,32.0,0.17,0.0
4448,2012,3,6,0,40.3,20.2,1035.2,19.3,10.0,3.4,8.9,16.9,54.0,27.0,0.0,0.0
4449,2012,3,7,0,50.2,35.1,1036.4,20.2,10.0,5.7,14.0,22.0,70.0,27.1,0.0,0.0
4450,2012,3,8,0,61.3,48.4,1028.5,12.5,10.0,8.1,17.1,22.9,75.0,34.0,0.0,0.0
4451,2012,3,9,0,59.8,48.0,1021.0,4.9,9.4,7.1,12.0,18.1,75.0,48.0,0.27,0.0
4452,2012,3,10,0,46.7,26.7,1029.4,13.3,10.0,3.8,11.1,18.1,61.0,39.0,0.01,0.0
4453,2012,3,11,0,47.2,25.4,1033.9,17.8,10.0,3.3,7.0,0.0,64.0,30.9,0.0,0.0
4454,2012,3,12,0,55.5,40.2,1029.2,13.2,10.0,5.6,14.0,19.0,73.0,31.1,0.0,0.0
4455,2012,3,13,0,65.3,53.4,1022.9,7.2,10.0,9.1,13.0,18.1,77.0,57.9,0.02,0.0
4456,2012,3,14,0,67.6,55.4,1021.5,6.0,9.5,4.5,8.0,14.0,84.0,54.0,0.0,0.0
4457,2012,3,15,0,69.1,52.1,1023.2,7.5,10.0,3.4,11.1,0.0,84.0,54.0,0.0,0.0
4458,2012,3,16,0,68.7,53.9,1021.7,6.2,10.0,3.9,8.0,0.0,84.0,55.0,0.0,0.0
4459,2012,3,17,0,67.5,58.7,1021.9,6.4,7.1,2.5,8.0,14.0,80.1,57.9,0.19,0.0
4460,2012,3,18,0,64.1,59.0,1024.5,8.9,7.0,3.6,8.0,0.0,79.0,57.9,0.97,0.0
4461,2012,3,19,0,63.0,58.5,1022.1,6.7,6.6,1.4,9.9,15.9,77.0,53.1,0.87,0.0
4462,2012,3,20,1,68.0,59.6,1021.7,6.1,9.5,3.0,8.0,0.0,80.1,60.1,0.89,0.0
4463,2012,3,21,1,67.0,60.5,1024.1,8.4,8.6,3.0,8.9,15.9,75.0,60.1,1.06,0.0
4464,2012,3,22,1,68.1,60.4,1023.8,8.1,9.1,3.6,8.9,0.0,80.1,59.0,0.04,0.0
4465,2012,3,23,1,70.3,61.5,1018.7,3.5,8.5,5.8,8.0,17.1,82.9,59.0,0.0,0.0
4466,2012,3,24,1,67.8,63.0,1013.2,997.5,8.7,4.3,12.0,18.1,82.9,60.1,0.1,0.0
4467,2012,3,25,1,61.0,56.9,1007.7,991.9,8.7,4.0,8.9,18.1,66.9,55.4,0.6,0.0
4468,2012,3,26,1,64.8,51.5,1010.5,995.0,10.0,3.7,8.9,19.0,77.0,55.9,0.05,0.0
4469,2012,3,27,1,53.5,26.0,1023.5,7.7,10.0,5.4,15.9,19.0,77.0,39.0,0.03,0.0
4470,2012,3,28,1,57.9,43.2,1019.8,4.4,10.0,10.4,20.0,28.0,78.1,39.0,0.0,0.0
4471,2012,3,29,1,71.1,49.7,1010.9,995.5,10.0,7.0,12.0,19.0,82.9,44.1,0.0,0.0
4472,2012,3,30,1,63.3,46.7,1014.5,999.0,10.0,5.0,9.9,15.9,82.9,48.9,0.0,0.0
4473,2012,3,31,1,67.0,60.5,1009.0,993.7,8.4,6.0,8.9,14.0,77.0,48.9,0.13,0.0
4474,2012,4,1,1,60.7,51.4,1009.2,994.2,9.9,5.1,12.0,18.1,78.8,50.0,0.14,0.0
4475,2012,4,2,1,65.4,50.2,1006.9,991.5,10.0,7.7,15.0,18.1,73.0,48.9,0.0,0.0
4476,2012,4,3,1,60.0,42.4,1014.5,998.9,10.0,3.7,11.1,14.0,77.0,42.1,0.0,0.0
4477,2012,4,4,1,69.8,56.8,1008.1,992.7,9.8,5.0,12.0,22.9,84.9,57.9,0.0,0.0
4478,2012,4,5,1,61.9,51.7,1007.1,991.4,8.2,5.8,13.0,18.1,66.9,55.9,0.62,0.0
4479,2012,4,6,1,52.3,40.0,1012.4,996.7,9.9,7.6,15.0,22.0,63.0,46.0,0.2,0.0
4480,2012,4,7,1,50.8,30.6,1021.0,5.1,10.0,2.9,8.0,14.0,68.0,37.0,0.02,0.0
4481,2012,4,8,1,56.6,35.6,1018.6,2.8,10.0,2.3,11.1,22.9,75.9,37.0,0.0,0.0
4482,2012,4,9,1,62.6,35.9,1014.7,999.1,10.0,5.0,14.0,25.1,75.9,37.9,0.0,0.0
4483,2012,4,10,1,61.4,36.7,1011.4,995.9,10.0,6.8,17.1,26.0,73.9,45.0,0.0,0.0
4484,2012,4,11,1,53.9,26.6,1013.4,997.7,10.0,5.7,13.0,22.0,73.9,45.0,0.0,0.0
4485,2012,4,12,1,48.5,26.9,1021.1,5.2,10.0,3.5,8.0,15.0,63.0,32.0,0.0,0.0
4486,2012,4,13,1,52.1,35.5,1022.7,6.8,10.0,1.7,7.0,0.0,69.1,32.0,0.0,0.0
4487,2012,4,14,1,58.0,40.4,1025.0,9.2,10.0,4.7,14.0,20.0,75.9,36.0,0.0,0.0
4488,2012,4,15,1,67.4,55.4,1022.0,6.3,10.0,10.8,15.9,24.1,80.1,57.9,0.0,0.0
4489,2012,4,16,1,72.0,58.0,1020.8,5.3,10.0,10.7,17.1,24.1,84.0,57.9,0.0,0.0
4490,2012,4,17,1,72.5,57.4,1019.7,4.2,10.0,5.7,9.9,15.0,86.0,60.1,0.0,0.0
4491,2012,4,18,1,65.1,48.1,1019.7,4.2,10.0,7.5,12.0,15.9,86.0,57.0,0.18,0.0
4492,2012,4,19,1,57.0,52.1,1018.3,2.7,8.4,4.4,8.9,0.0,63.0,51.8,0.13,0.0
4493,2012,4,20,1,61.8,54.7,1015.2,999.8,9.4,1.5,6.0,0.0,73.0,51.1,0.0,0.0
4494,2012,4,21,1,66.5,58.6,1009.3,994.0,8.9,3.8,9.9,15.9,80.1,51.1,0.0,0.0
4495,2012,4,22,1,59.3,56.2,1003.2,987.3,7.1,7.2,14.0,21.0,80.1,51.1,0.74,0.0
4496,2012,4,23,1,48.1,41.5,1000.3,984.5,9.6,6.1,11.1,20.0,62.1,44.1,0.33,0.0
4497,2012,4,24,1,49.0,32.6,1005.9,990.2,10.0,6.6,13.0,24.1,64.0,36.0,0.01,0.0
4498,2012,4,25,1,53.6,41.8,1011.7,995.9,9.9,5.5,13.0,22.0,68.0,36.0,0.0,0.0
4499,2012,4,26,1,63.9,56.0,1010.0,994.6,9.5,7.3,17.1,22.9,75.9,55.4,0.16,0.0
4500,2012,4,27,1,68.4,56.7,1013.1,997.7,9.8,5.3,9.9,0.0,77.0,55.9,0.25,0.0
4501,2012,4,28,1,59.2,45.5,1020.7,5.0,10.0,6.4,11.1,17.1,77.0,54.0,0.0,0.0
4502,2012,4,29,1,62.5,52.8,1020.8,5.3,9.6,2.0,8.9,14.0,77.0,54.0,0.0,0.0
4503,2012,4,30,1,67.1,59.9,1022.2,6.8,6.3,5.2,8.0,0.0,80.1,55.9,0.0,0.0
4504,2012,5,1,1,74.4,64.4,1019.6,4.2,9.6,9.8,18.1,21.0,86.0,62.1,0.0,0.0
4505,2012,5,2,1,77.9,65.9,1018.3,2.8,9.9,5.6,9.9,0.0,91.0,66.9,0.0,0.0
4506,2012,5,3,1,77.8,65.2,1018.6,3.2,10.0,4.6,8.0,0.0,91.0,64.0,0.0,0.0
4507,2012,5,4,1,76.3,64.5,1016.4,1.0,10.0,3.8,9.9,14.0,91.0,62.1,0.0,0.0
4508,2012,5,5,1,73.1,64.5,1011.8,996.3,9.2,4.3,8.0,19.0,90.0,62.1,0.0,0.0
4509,2012,5,6,1,69.2,64.7,1014.0,998.4,7.8,6.0,12.0,15.9,84.0,64.0,1.59,0.0
4510,2012,5,7,1,67.0,59.0,1017.0,1.5,10.0,4.3,8.0,15.9,78.1,57.9,0.01,0.0
4511,2012,5,8,1,69.8,58.3,1014.9,999.4,10.0,6.3,11.1,19.0,80.1,57.9,0.0,0.0
4512,2012,5,9,1,69.3,62.4,1009.5,993.8,9.1,5.2,12.0,28.9,80.1,60.1,0.03,0.0
4513,2012,5,10,1,62.0,50.2,1008.2,992.7,9.9,3.9,8.9,18.1,77.0,51.1,0.48,0.0
